id,codigo,nombre,nombre_g,reg_sanitario,concentracion,desc_concentracion,presentacion,desc_presentacion,f_farmaceutica,nacionalidad,categoria,proveedor_id,users_id,cajon,estado,created_at,updated_at,proveedor,Actions,user,DT_RowAttr/style
981,R-3-6,OVEROLES IMPERMEABLES T-XL,OVEROLES IMPERMEABLES T-XL,0,XL gr,XL,bolsa X 10 ,X 10,,Bolivia,Fraccionados A menor a 500,35,28,0,activo,2020-05-12 15:58:00,2022-12-12 16:49:00,varios,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(981)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""981""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
982,S/DEG,SAL YODADA FINA DE MESA,SAL  ,54170009,1 kg,1,bolsa X 1 granulado,X 1,granulado,Bolivia,Fraccionados A menor a 500,35,28,,activo,2020-05-12 16:03:00,2023-02-06 18:36:00,varios,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(982)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""982""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1246,S/DES,CITRATO DE FENTANILA 50MCG/ML,CITRATO DE FENTANILA 50MCG/ML,S/R/S,50 mg/ml,50,caja X50 inyectable,X50,inyectable,Brasil,Fraccionados A menor a 500,35,28,,activo,2021-02-24 19:36:00,2022-12-29 14:04:00,varios,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1246)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1246""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
991,R-3-6,OVEROLES IMPERMEABLES T-M,OVEROLES IMPERMEABLES T-M,0,m gr,m,bolsa x 10 comprimido,x 10,comprimido,Bolivia,Fraccionados A menor a 500,35,28,,activo,2020-05-18 17:45:00,2023-02-06 18:36:00,varios,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(991)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""991""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
994,R-3-7,PAÑAL DESCARTABLES PARA ADULTO,PAÑALES PARA ADULTO,0,ADULTO tam,ADULTO,pqte. X 20 comprimido,X 20,comprimido,Argentina,Fraccionados A menor a 500,35,12,,activo,2020-05-21 18:17:00,2023-11-09 15:50:57,varios,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(994)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""994""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
998,s/in,BARBIJOS K N95,BARBIJOS K N95,0,X10 ml,X10,caja x10 und,x10,und,China,Fraccionados A menor a 500,35,12,,activo,2020-06-02 13:55:00,2023-03-21 17:14:47,varios,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(998)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""998""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
1511,S/DESG,MALEATO DE ERGONOVINA 0.2MG/ML SOL. INY,mALEATO DE ERGONOVINA 0.2MG/ML SOL. INY,S/R/S,0.2/ML mg/ml,0.2/ML,caja X 100 inyectable,X 100,inyectable,Argentina,Fraccionados A menor a 500,35,28,,activo,2022-06-07 16:07:00,2022-12-19 19:25:00,varios,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1511)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1511""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1256,R-3-9,dentito PASTA DENTAL NIÑOS 85 GR,pasta DENTAL NIÑOS 85 GR,S/ R,12 gr,12,caja 12 comprimido,12,comprimido,Peru,Fraccionados A menor a 500,35,28,,activo,2021-03-04 13:43:00,2022-12-29 14:04:00,varios,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1256)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1256""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1278,s/in,SPRAY FIJADOR 4 OZ  PEQUEÑO,SPRAY FIJADOR 11 OZ,S/ R,1 gr,1,caja 1 comprimido,1,comprimido,USA,Fraccionados A menor a 500,35,14,,activo,2021-04-07 23:00:00,2025-02-10 12:16:54,varios,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1278)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1278""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
1023,s/in,PROTECTOR FACIAL ,PROTECTOR FACIAL ,0,X1 gr,X1,caja X1 comprimido,X1,comprimido,Bolivia,Fraccionados A menor a 500,35,28,,activo,2020-06-12 17:31:00,2023-02-06 18:34:00,varios,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1023)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1023""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1177,s/DES,PLACAS  RADIOGRAFICAS PEL MXG SEN VERDE 35X43,PLACA  RADIOGRAFICA,S/RS,X100 ml,X100,caja X100 comprimido,X100,comprimido,China,Fraccionados A menor a 500,36,28,,activo,2020-12-07 19:29:00,2022-12-29 13:55:00,GEDESA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1177)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1177""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
699,0,PEL?CULA PARA RADIGRAFIA C100 24 X 30,PEL?CULA PARA RADIGRAFIA C100 24 X 30,DI-37478/2014,24x30 cm,24x30,caja x100 comprimido,x100,comprimido,Brasil,Fraccionados A menor a 500,36,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:12:00,GEDESA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(699)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""699""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
700,0,PEL?CULA PARA RADIGRAFIA C100 35 X 35,PEL?CULA PARA RADIGRAFIA C100 35 X 35,DI-37478/2014,35x35 cm,35x35,caja x100 comprimido,x100,comprimido,Brasil,Fraccionados A menor a 500,36,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:12:00,GEDESA,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(700)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""700""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
701,J-1-146,ESPATULA DE AIRE caja x 100,ESPATULA DE AIRE caja x100,DI-57990/2016,s/concentracion ml,s/concentracion,caja x100 comprimido,x100,comprimido,China,Fraccionados A menor a 500,37,12,,activo,-0001-11-30 00:00:00,2023-02-23 21:02:00,M&R,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(701)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""701""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
768,0,YODOFORMO 10 G POLVO,IODOFORMO 10 G POLVO,S/F/R,s/concentracion ml,s/concentracion,frasco x1 polvo,x1,polvo,Argentina,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:10:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(768)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""768""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1060,s/OD,OPALIS RESINA A1,RESINA A1,0,X1 gr,X1,pieza X1 comprimido,X1,comprimido,India,Fraccionados A menor a 500,38,28,,activo,2020-08-20 18:20:00,2022-12-29 13:40:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1060)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1060""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1061,s/OD,OPALIS RESINA A2,RESINA A2,0,X1 gr,X1,pieza X1 comprimido,X1,comprimido,India,Fraccionados A menor a 500,38,28,,activo,2020-08-20 18:21:00,2022-12-29 13:40:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1061)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1061""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1899,S/C,AGUJAS MEDIANAS PARA CARPULE 27GX1/4 (30MM),AGUJAS MEDIANAS PARA CARPULE 27GX1/4 (30MM),S/R,27 gr,27,caja x100 pza,x100,pza,Bolivia,Fraccionados A menor a 500,38,14,CAJA X,activo,2023-09-06 11:53:29,2025-01-27 11:19:44,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1899)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1899""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
911,S/DEG,PAPEL ARTICULAR,PAPEL ARTICULAR,S/R/S,X12 ,X12,caja X 12 ,X 12,,Importado,Fraccionados A menor a 500,38,7,0,activo,2020-03-23 14:50:00,2020-07-16 16:58:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(911)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""911""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
958,s/DES,FLUOR  GEL 200 ML  ,FLUOR  GEL 200 ML  ,0,X1 ml,X1,frasco X1 gel,X1,gel,Brasil,Fraccionados A menor a 500,38,28,,activo,2020-04-30 13:13:00,2022-12-29 13:38:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(958)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""958""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
987,s/in,FLUOR  GEL ACIDULADO 200 ML  ,FLUOR  GEL ACIDULADO 200 ML  ,S/R,X1 ml,X1,frasco X1 frasco,X1,frasco,Brasil,Fraccionados A menor a 500,38,28,,activo,2020-05-14 18:27:00,2022-12-29 13:37:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(987)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""987""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
737,0,ACIDO FOSFORICO,ACIDO FOSFORICO,S/R/S,2.5 ml,2.5,caja x1 gel,x1,gel,USA,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:11:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(737)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""737""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
738,0,ADHESIVO SINGLE BOND 2,ADHESIVO SINGLE BOND 2 3m,DI-26066/18,6 gr,6,caja x1 pasta,x1,pasta,USA,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:11:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(738)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""738""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
739,M-4-8,AGUJA LARGA PARA CARPULE,AGUJAS LARGAS PARA CARPULE,S/R/S,largo ml,largo,caja x100 comprimido,x100,comprimido,China,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2022-12-28 16:30:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(739)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""739""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
740,0,AGUJA LARGA PARA CARPULE,AGUJAS LARGAS PARA CARPULE 30GX1 (25 MM),S/R/S,largo ml,largo,caja x100 comprimido,x100,comprimido,China,Fraccionados A menor a 500,38,12,,activo,-0001-11-30 00:00:00,2023-09-06 11:48:14,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(740)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""740""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
741,M-4-8,AGUJAS MEDIANAS PARA CARPULE,AGUJAS MEDIANAS PARA CARPULE 27GX1/4 (32MM),S/R/S,mediano ml,mediano,caja x100 comprimido,x100,comprimido,China,Fraccionados A menor a 500,38,12,,activo,-0001-11-30 00:00:00,2023-09-06 11:49:51,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(741)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""741""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
742,M-4-8,AGUJAS MEDIANAS PARA CARPULE,AGUJAS MEDIANAS PARA CARPULE,S/R/S,mediano ml,mediano,caja x100 comprimido,x100,comprimido,China,Fraccionados A menor a 500,38,28,0,activo,-0001-11-30 00:00:00,2022-12-08 21:18:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(742)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""742""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
743,M-4-8,AGUJAS EXTRA CORTAS PARA CARPULE,AGUJAS CORTAS PARA CARPULE,S/R/S,extra corta ml,extra corta,caja x100 comprimido,x100,comprimido,Japón,Fraccionados A menor a 500,38,28,0,activo,-0001-11-30 00:00:00,2022-12-08 21:23:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(743)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""743""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
745,0,AGUJAS LARGAS PARA CARPULE,AGUJAS  LARGAS PARA CARPULE,S/R/S,extra larga ml,extra larga,caja x100 ,x100,,Italia,Fraccionados A menor a 500,38,7,0,activo,-0001-11-30 00:00:00,2021-04-26 21:17:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(745)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""745""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
1001,s/in,ADHESIVO DENTAL 3 M,ADHESIVO DENTAL 3 M,0,X1 ml,X1,caja X1 gotas,X1,gotas,Brasil,Fraccionados A menor a 500,38,28,,activo,2020-06-08 18:59:00,2022-12-29 13:36:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1001)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1001""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
746,0,LIGA PARA AMALGAMA DENTAL, AMALGAMA dentAL,S/R/S,30 gr,30,frasco x1 pasta,x1,pasta,Brasil,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2022-12-19 20:02:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(746)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""746""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
747,0,CAMPOS QUIRURGICOS,BABEROS DESCARTABLES ODONTOLOGICOS ,S/R/S,s/concentracion ml,s/concentracion,bolsa x20 comprimido,x20,comprimido,Brasil,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2023-02-06 16:50:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(747)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""747""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
748,0,DEVITEX,DEVITEX pasta devitalizadora,S/R/S,15 ,15,frasco x1 pasta,x1,pasta,Brasil,Fraccionados A menor a 500,38,7,0,activo,-0001-11-30 00:00:00,2021-03-10 15:42:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(748)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""748""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
749,F-5-4,LIDOCAINA 2 % C/EPINEFRINA,LIDOCAINA 2 % C/EPINEFRINA,S/R/S,2 %,2,caja x50 inyectable,x50,inyectable,Brasil,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2022-12-19 20:01:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(749)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""749""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
750,f-5-5,LIDOCAINA 2 % S/EPINEFRINA,LIDOCAINA SIN VASO CONsTRiCTOR,S/R/S,54 mg,54,caja x50 inyectable,x50,inyectable,Brasil,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:11:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(750)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""750""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
751,0,EUGENOL 15 ML,EUGENOL Frasco,S/R/S,15 ml,15,frasco x1 solucion,x1,solucion,USA,Fraccionados A menor a 500,38,7,0,activo,-0001-11-30 00:00:00,2020-06-12 15:12:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(751)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""751""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
752,805,ENDOFILL,ENDOFILL,S/R/S,15-oct mg/ml,15-oct,caja x2 comprimido,x2,comprimido,Brasil,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2022-12-29 14:40:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(752)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""752""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
753,0,FRESAS DE DIAMANTE KIT X 18 PIEZAS,FRESAS DE DIAMANTE KIT X 18 PIEZAS,S/R/S,s/concentracin ml,s/concentracin,caja x18 comprimido,x18,comprimido,Brasil,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:11:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(753)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""753""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
754,L,FRESAS CARBURO,FRESAS CARBURO,S/R/S,s/concentracin ml,s/concentracin,bolsa x5 ,x5,,Brasil,Fraccionados A menor a 500,38,7,0,activo,-0001-11-30 00:00:00,2021-06-14 20:15:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(754)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""754""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",Franklin Blacutt Bustillos,background-color:#343a40;color:white; text-transform:uppercase
755,l,FRESAS PARA PULIR RESINAS KIT X 15,FRESAS PARA PULIR RESINAS KIT X 15,S/R/S,s/concentracion ml,s/concentracion,caja X15 comprimido,X15,comprimido,USA,Fraccionados A menor a 500,38,28,,activo,-0001-11-30 00:00:00,2023-02-06 16:52:00,DENTAL  LA PLATA ODONTOLOGICOS,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(755)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""755""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
